contact_id,pseudo_patient_id,timestamp,channel,service_line,raw_text,intent,category,journey_stage,root_cause,sentiment,urgency,default_route,safety_sensitive,chatbot_eligible,proactive_candidate,synthetic_issue_pattern,repeat_contact_14d,clean_text,redaction_count,redaction_email,redaction_phone,redaction_date_of_birth,redaction_postcode,redaction_nhs_number_like,redaction_order_reference,redaction_named_person,redaction_gp_surgery,redaction_street_address,text_length,token_count,is_short_text,is_empty_text,predicted_intent,prediction_confidence,prediction_correct,recommended_route,predicted_sentiment,sentiment_confidence
C0002685,P001540,2026-01-14 09:04:26,phone_transcript,NHS prescription,"please can you help, The delivery status has not changed asap",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,please can you help the delivery status has not changed as soon as possible,0,0,0,0,0,0,0,0,0,0,75,14,False,False,delivery_delayed,0.2794953062242352,False,Human adviser,negative,0.5796147564580229
C0016235,P000527,2026-03-22 21:46:53,phone_transcript,NHS prescription,"please can you help, I need to request my usual tablets again. email pat42@example.com",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,please can you help i need to request my usual tablets again email [email],1,1,0,0,0,0,0,0,0,0,74,14,False,False,repeat_prescription_request,0.894598683443967,True,Chatbot or FAQ self-service,neutral,0.557885239385016
C0020133,P005226,2026-04-11 19:33:13,live_chat,NHS prescription,hi - Can you tell me what is happening with my parcel? My phone is 07771722232,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,True,hi - can you tell me what is happening with my parcel my phone is [phone],1,0,1,0,0,0,0,0,0,0,73,16,False,False,delivery_tracking,0.2983947320328595,False,Human adviser,negative,0.4471806846139551
C0027849,P002275,2026-05-21 04:25:50,phone_transcript,Online Doctor or shop,right so Where is my Online Doctor order? order no P2U-986587,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,right so where is my online doctor order [order_ref],1,0,0,0,0,0,1,0,0,0,52,9,False,False,online_doctor_order_status,0.8888513338665062,True,Chatbot or FAQ self-service,neutral,0.520326726856395
C0016478,P002247,2026-03-24 01:37:59,phone_transcript,NHS prescription,right so The app says awaiting GP approval for days.,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True,right so the app says awaiting gp approval for days,0,0,0,0,0,0,0,0,0,0,51,10,False,False,waiting_gp_approval,0.8962624974832625,True,Proactive message,negative,0.9975643910371172
C0015846,P001104,2026-03-20 19:50:35,phone_transcript,NHS prescription,hi I am calling because Can I reorder my regular meds through the app?,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True,hi i am calling because can i reorder my regular medicine through the app,0,0,0,0,0,0,0,0,0,0,73,14,False,False,repeat_prescription_request,0.9167852761945204,True,Chatbot or FAQ self-service,neutral,0.5187640810180097
C0009847,P004603,2026-02-19 04:19:45,phone_transcript,NHS prescription,right so Can the rest of my medication be dispatched separately?,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,positive,standard,Human adviser,False,False,False,standard_known_intent,True,right so can the rest of my medication be dispatched separately,0,0,0,0,0,0,0,0,0,0,63,11,False,False,split_order_request,0.926404919341987,True,Human adviser,neutral,0.5230557945720518
C0022433,P006404,2026-04-23 14:52:25,phone_transcript,NHS prescription,hello um Why is my prescription still with my GP?!!!,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,True,hello um why is my prescription still with my gp,0,0,0,0,0,0,0,0,0,0,48,10,False,False,waiting_gp_approval,0.936564642928404,True,Proactive message,negative,0.997655267680661
C0025528,P003008,2026-05-09 13:54:54,live_chat,Online Doctor or shop,pls help: Has my private prescription been dispatched? asap,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,please help has my private prescription been dispatched as soon as possible,0,0,0,0,0,0,0,0,0,0,75,12,False,False,online_doctor_order_status,0.914043006929989,True,Chatbot or FAQ self-service,positive,0.5006427442794957
C0002621,P003543,2026-01-14 01:03:10,phone_transcript,NHS prescription,right so Royal Mail tracking has not moved and my delivery is late,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True,right so royal mail tracking has not moved and my delivery is late,0,0,0,0,0,0,0,0,0,0,66,13,False,False,delivery_delayed,0.9391756692742212,True,Proactive message,negative,0.9879961763546424
C0014228,P002094,2026-03-12 19:36:38,live_chat,NHS prescription,pls help: pls send future prescriptions to my new address asap DOB 22/09/1987,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,please help please send future prescriptions to my new address as soon as possible dob [dob],1,0,0,1,0,0,0,0,0,0,92,16,False,False,change_delivery_address,0.8514671688046785,True,Chatbot or FAQ self-service,positive,0.5051595912554686
C0018996,P004206,2026-04-05 22:52:02,app_review,NHS prescription,"My order is waiting for GP aproval, what should I do? thanks My phone is 07765352034",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False,my order is waiting for gp approval what should i do thanks my phone is [phone],1,0,1,0,0,0,0,0,0,0,79,16,False,False,waiting_gp_approval,0.8748895416287816,True,Proactive message,negative,0.9921554453743932
C0003521,P007296,2026-01-18 09:47:56,live_chat,NHS prescription,"hello Urgent, I need my inhaler and there is none left.",urgent_ran_out_medicine,Safety-sensitive,Urgent support,Customer reports no medicine remaining,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False,hello urgent i need my inhaler and there is none left,0,0,0,0,0,0,0,0,0,0,53,11,False,False,urgent_ran_out_medicine,0.8519359925961307,True,Clinical escalation,negative,0.9852682129958172
C0006710,P007242,2026-02-04 00:02:39,email,NHS prescription,"pls help. One item is out of stock, when will it be available? thanks My phone is 07439069837 DOB 25/07/1972",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False,please help one item is out of stock when will it be available thanks my phone is [phone] dob [dob],2,0,1,1,0,0,0,0,0,0,99,20,False,False,medicine_unavailable,0.8744030035839423,True,Human adviser,negative,0.952808340604286
C0012213,P004759,2026-03-03 01:46:37,email,NHS prescription,"Hi support, When will you post my tablets? thanks DOB 13/07/1975",not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,priority,Proactive message,False,True,True,standard_known_intent,False,hi support when will you post my tablets thanks dob [dob],1,0,0,1,0,0,0,0,0,0,57,11,False,False,not_dispatched,0.8325557330418472,True,Proactive message,negative,0.955831139729704
C0024842,P002222,2026-05-05 21:09:10,phone_transcript,NHS prescription,"please can you help, Can the rest of my medication be dispatched separately? please My phone is 07794125844",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False,please can you help can the rest of my medication be dispatched separately please my phone is [phone],1,0,1,0,0,0,0,0,0,0,101,18,False,False,split_order_request,0.9059463062851032,True,Human adviser,neutral,0.7155906894299953
C0020858,P000350,2026-04-15 10:27:18,social,NHS prescription,@support Can you tell me what is happening with my parcel? please from Spring Lane Practice,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False,@support can you tell me what is happening with my parcel [gp_surgery],1,0,0,0,0,0,0,0,1,0,70,12,False,False,delivery_delayed,0.4300615146075872,True,Human adviser,negative,0.7297548162603896
C0022737,P004836,2026-04-24 23:17:46,phone_transcript,NHS prescription,hello um Why have you not received my prescription yet? please,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,priority,Human adviser,False,False,False,standard_known_intent,True,hello um why have you not received my prescription yet please,0,0,0,0,0,0,0,0,0,0,61,11,False,False,prescription_not_received,0.9346516619680852,True,Human adviser,negative,0.9947907420004364
C0013122,P003884,2026-03-07 17:44:34,phone_transcript,NHS prescription,"please can you help, I did not receive my reorder reminder. DOB 27/09/1978",reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True,please can you help i did not receive my reorder reminder dob [dob],1,0,0,1,0,0,0,0,0,0,67,13,False,False,reminder_missing,0.8935255838597657,True,Chatbot or FAQ self-service,positive,0.4971578593888077
C0001975,P004435,2026-01-10 22:02:45,email,NHS prescription,"Hello, Can you check why the surgery step has not changed? pls email pat23@example.com",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True,hello [gp_surgery] step has not changed please email [email],2,1,0,0,0,0,0,0,1,0,60,9,False,False,waiting_gp_approval,0.4620621585138629,True,Human adviser,negative,0.9494755871504652
C0017058,P001729,2026-03-27 00:07:57,phone_transcript,NHS prescription,hi I am calling because Please send future prescriptions to my new address asap,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,hi i am calling because please send future prescriptions to my new address as soon as possible,0,0,0,0,0,0,0,0,0,0,94,17,False,False,change_delivery_address,0.903424579144017,True,Chatbot or FAQ self-service,neutral,0.5239401166678056
C0017586,P001283,2026-03-29 14:13:02,live_chat,NHS prescription,hi - How do I track my medicine delivery? asap,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,hi - how do i track my medicine delivery as soon as possible,0,0,0,0,0,0,0,0,0,0,60,13,False,False,delivery_tracking,0.8978735300556431,True,Chatbot or FAQ self-service,neutral,0.6219606045994408
C0007445,P002274,2026-02-07 10:31:18,phone_transcript,Online Doctor or shop,"please can you help, Can you update me on the shop or doctor service?!!!",online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True,please can you help can you update me on the shop or doctor service,0,0,0,0,0,0,0,0,0,0,67,14,False,False,refund_query,0.4813516557569808,False,Human adviser,neutral,0.6018309116955138
C0011762,P000720,2026-02-28 16:43:51,phone_transcript,NHS prescription,hi I am calling because These tablets make me dizzy and I feel very unwell asap,possible_adverse_effect,Safety-sensitive,Urgent support,Possible adverse effect or clinical concern,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,True,hi i am calling because these tablets make me dizzy and i feel very unwell as soon as possible,0,0,0,0,0,0,0,0,0,0,94,19,False,False,possible_adverse_effect,0.8446906137028379,True,Clinical escalation,negative,0.9769497731785034
C0011297,P005310,2026-02-26 07:59:28,app_review,NHS prescription,App issue: Can I reorder my regular medicine through the app? pls,repeat_prescription_request,Prescription request,Request,Routine repeat request,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True,app issue can i reorder my regular medicine through the app please,0,0,0,0,0,0,0,0,0,0,66,12,False,False,repeat_prescription_request,0.9203235980501124,True,Chatbot or FAQ self-service,neutral,0.586486470120438
C0029870,P005803,2026-05-31 08:14:40,phone_transcript,NHS prescription,"hi I am calling because Why is my prescription still with my GP? Also, The request is missing from my account asap",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False,hi i am calling because why is my prescription still with my gp also the request is missing from my account as soon as possible,0,0,0,0,0,0,0,0,0,0,127,25,False,False,waiting_gp_approval,0.8593341102217545,True,Proactive message,negative,0.9931407804999272
C0002191,P004891,2026-01-11 22:47:23,phone_transcript,Online Doctor or shop,right so Where is my Online Doctor order?!!!,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False,right so where is my online doctor order,0,0,0,0,0,0,0,0,0,0,40,8,False,False,online_doctor_order_status,0.8873832129962519,True,Chatbot or FAQ self-service,neutral,0.589422075142319
C0018277,P004386,2026-04-02 02:49:48,app_review,NHS prescription,Not happy. My order has been packing for two days and is not dispatched,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False,not happy my order has been packing for two days and is not dispatched,0,0,0,0,0,0,0,0,0,0,70,14,False,False,not_dispatched,0.9120655389773966,True,Proactive message,negative,0.9735504334077778
C0024596,P001348,2026-05-04 15:35:23,app_review,NHS prescription,"Please fix this: My order is waiting for GP approval, what should I do? asap",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False,please fix this my order is waiting for gp approval what should i do as soon as possible,0,0,0,0,0,0,0,0,0,0,88,18,False,False,waiting_gp_approval,0.8825161270384334,True,Proactive message,negative,0.9926200414127884
C0009389,P001355,2026-02-16 22:15:46,phone_transcript,NHS prescription,hello um Can you check why the surgery step has not changed? thanks,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False,[gp_surgery] step has not changed thanks,1,0,0,0,0,0,0,0,1,0,40,6,False,False,waiting_gp_approval,0.6328895572324723,True,Human adviser,negative,0.9665686383373592
C0008520,P006306,2026-02-12 19:24:34,app_review,NHS prescription,One part of my order has not moved!!!,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False,one part of my order has not moved,0,0,0,0,0,0,0,0,0,0,34,8,False,False,split_order_request,0.3683423593704671,False,Human adviser,negative,0.5719161466555387
C0000701,P000450,2026-01-04 10:39:08,social,NHS prescription,Can someone help? Please ask a person to contact me please,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,True,can someone help please ask a person to contact me please,0,0,0,0,0,0,0,0,0,0,57,11,False,False,complaint_service,0.6973515052046602,True,Human adviser,negative,0.9156112993992516
C0022677,P001064,2026-04-24 18:13:43,phone_transcript,NHS prescription,right so My medication order is stuck during processing,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False,right so my medication order is stuck during processing,0,0,0,0,0,0,0,0,0,0,55,9,False,False,clinical_review_delay,0.4921451771001568,False,Human adviser,negative,0.7910430284604782
C0010540,P007140,2026-02-22 12:26:45,phone_transcript,NHS prescription,"please can you help, The parcel is missing even though it says delivered",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False,please can you help the parcel is missing even though it says delivered,0,0,0,0,0,0,0,0,0,0,71,13,False,False,parcel_not_received,0.9334438171792164,True,Human adviser,negative,0.9972007848053318
C0019099,P006677,2026-04-06 09:42:20,live_chat,NHS prescription,hi - The app says awaiting GP approval for days asap,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,False,hi - the app says awaiting gp approval for days as soon as possible,0,0,0,0,0,0,0,0,0,0,67,14,False,False,waiting_gp_approval,0.8901470871669928,True,Proactive message,negative,0.9948137450423932
C0006613,P007232,2026-02-03 11:57:25,app_review,NHS prescription,pls fix this: How do I track my medicine delivery? please email alex81@example.com DOB 11/10/1953,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True,please fix this how do i track my medicine delivery please email [email] dob [dob],2,1,0,1,0,0,0,0,0,0,82,15,False,False,delivery_tracking,0.7976667055546569,True,Chatbot or FAQ self-service,neutral,0.539822686044081
C0007418,P005252,2026-02-07 08:27:22,social,NHS prescription,"Please respond: My prescription should have arrived yesterday Also, The parcel is missing even though it says delivered please",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True,please respond my prescription should have arrived yesterday also the parcel is missing even though it says delivered please,0,0,0,0,0,0,0,0,0,0,124,19,False,False,delivery_delayed,0.7291209848933539,True,Proactive message,negative,0.9974083097906736
C0005929,P000535,2026-01-31 01:00:38,phone_transcript,NHS prescription,hi I am calling because I need to request my usual tablets again,repeat_prescription_request,Prescription request,Request,Routine repeat request,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True,hi i am calling because i need to request my usual tablets again,0,0,0,0,0,0,0,0,0,0,64,13,False,False,repeat_prescription_request,0.9132683532038258,True,Chatbot or FAQ self-service,neutral,0.687877235743263
C0017664,P003567,2026-03-29 23:01:17,phone_transcript,NHS prescription,hello um Royal Mail tracking has not moved and my delivery is late please My phone is 07305086411,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,True,hello um royal mail tracking has not moved and my delivery is late please my phone is [phone],1,0,1,0,0,0,0,0,0,0,93,18,False,False,delivery_delayed,0.9041628396678194,True,Proactive message,negative,0.9709036341791732
C0019509,P000822,2026-04-08 12:22:04,phone_transcript,NHS prescription,hi I am calling because How can I change my delivry address? asap,change_delivery_address,Account management,Account,Delivery address needs update,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False,hi i am calling because how can i change my delivery address as soon as possible,0,0,0,0,0,0,0,0,0,0,80,16,False,False,change_delivery_address,0.9065489397555344,True,Chatbot or FAQ self-service,neutral,0.5033599711512987
C0008341,P000875,2026-02-11 20:24:32,live_chat,NHS prescription,hello Please send future prescriptions to my new address.,change_delivery_address,Account management,Account,Delivery address needs update,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True,hello please send future prescriptions to my new address,0,0,0,0,0,0,0,0,0,0,56,9,False,False,change_delivery_address,0.9163428042676516,True,Chatbot or FAQ self-service,neutral,0.5687722058706659
C0002571,P002435,2026-01-13 20:32:51,live_chat,NHS prescription,hello Please send future prescriptions to my new address,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,hello please send future prescriptions to my new address,0,0,0,0,0,0,0,0,0,0,56,9,False,False,change_delivery_address,0.9163428042676516,True,Chatbot or FAQ self-service,neutral,0.5687722058706659
C0004530,P005532,2026-01-23 13:46:00,email,NHS prescription,"Hi support, The prescrption is ready but has not left the warehouse!!!",not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False,hi support the prescription is ready but has not left the warehouse,0,0,0,0,0,0,0,0,0,0,67,12,False,False,not_dispatched,0.920516462734964,True,Proactive message,negative,0.9796662052466266
C0028209,P002746,2026-05-23 00:09:57,email,NHS prescription,"Hi support, Can you release an early repeat pls?!!!",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,False,hi support can you release an early repeat please,0,0,0,0,0,0,0,0,0,0,49,9,False,False,early_repeat_request,0.9079134372669466,True,Human adviser,neutral,0.6615063466686277
C0014030,P005496,2026-03-11 22:14:09,phone_transcript,NHS prescription,"pls can you help, The app did not remind me to request my tablets please",reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True,please can you help the app did not remind me to request my tablets please,0,0,0,0,0,0,0,0,0,0,74,15,False,False,reminder_missing,0.9491180326977804,True,Chatbot or FAQ self-service,neutral,0.5586258445709168
C0022772,P002242,2026-04-25 04:04:47,email,NHS prescription,"Dear team, I have no medicine left and cannot wait for delivery",urgent_ran_out_medicine,Safety-sensitive,Urgent support,Customer reports no medicine remaining,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False,dear team i have no medicine left and cannot wait for delivery,0,0,0,0,0,0,0,0,0,0,62,12,False,False,urgent_ran_out_medicine,0.9127193631081856,True,Clinical escalation,negative,0.991088278968275
C0016461,P003806,2026-03-23 23:43:37,live_chat,NHS prescription,hi - The app says awaiting GP aproval for days.,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False,hi - the app says awaiting gp approval for days,0,0,0,0,0,0,0,0,0,0,47,10,False,False,waiting_gp_approval,0.8883690083416199,True,Proactive message,negative,0.9973408715450044
C0009898,P003333,2026-02-19 10:40:55,live_chat,NHS prescription,"pls help: The parcel is missing even though it says delivered Also, How do I track my medicine delivery?!!!",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,True,please help the parcel is missing even though it says delivered also how do i track my medicine delivery,0,0,0,0,0,0,0,0,0,0,104,19,False,False,parcel_not_received,0.9373770479390606,True,Human adviser,negative,0.9692452254941892
C0014983,P000054,2026-03-16 11:03:15,phone_transcript,NHS prescription,hi I am calling because There is a problem with my prescription request asap,repeat_prescription_request,Prescription request,Request,Routine repeat request,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False,hi i am calling because there is a problem with my prescription request as soon as possible,0,0,0,0,0,0,0,0,0,0,91,17,False,False,prescription_not_received,0.4336572480636967,False,Human adviser,neutral,0.3888102929111026
C0024581,P006346,2026-05-04 14:01:12,live_chat,NHS prescription,Why have the reminder texts stopped? asap DOB 14/09/1967,reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,why have the reminder texts stopped as soon as possible dob [dob],1,0,0,1,0,0,0,0,0,0,65,12,False,False,reminder_missing,0.8107310673888282,True,Chatbot or FAQ self-service,neutral,0.4986459337283606
C0019719,P006283,2026-04-09 15:42:02,email,NHS prescription,"Dear team, Can you check what happened to my request?!!! my name is Sam Patel",prescription_not_received,Prescription request,Request,Prescription request not visible,negative,priority,Human adviser,False,False,False,standard_known_intent,True,dear team can you check what happened to my request [name],1,0,0,0,0,0,0,1,0,0,58,11,False,False,early_repeat_request,0.3753809349636354,False,Human adviser,neutral,0.4368563814063173
C0023575,P000918,2026-04-29 09:21:48,phone_transcript,NHS prescription,hi I am calling because Can you check what happened to my request?,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,False,hi i am calling because can you check what happened to my request,0,0,0,0,0,0,0,0,0,0,65,13,False,False,repeat_prescription_request,0.4360127134573882,False,Human adviser,neutral,0.4640012383866795
C0010784,P003456,2026-02-23 17:03:37,phone_transcript,NHS prescription,"right so Why is my prescrption still with my GP? Also, My GP says they sent the prescription but it is not showing asap",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True,right so why is my prescription still with my gp also my gp says they sent the prescription but it is not showing as soon as possible,0,0,0,0,0,0,0,0,0,0,133,27,False,False,waiting_gp_approval,0.7253252682080199,True,Proactive message,negative,0.9938755860706908
C0010294,P005615,2026-02-21 10:00:37,live_chat,NHS prescription,Where can I find my Royal Mail tracking no?.,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True,where can i find my royal mail tracking no,0,0,0,0,0,0,0,0,0,0,42,9,False,False,delivery_tracking,0.9037697359517476,True,Chatbot or FAQ self-service,neutral,0.6449776442122026
C0020683,P006512,2026-04-14 13:05:02,phone_transcript,NHS prescription,hi I am calling because How do I track my medicine delivery? please,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False,hi i am calling because how do i track my medicine delivery please,0,0,0,0,0,0,0,0,0,0,66,13,False,False,delivery_tracking,0.925454008314345,True,Chatbot or FAQ self-service,neutral,0.5459807204138887
C0020738,P001514,2026-04-14 19:52:21,phone_transcript,NHS prescription,"please can you help, The delivery status has not changed thanks",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,please can you help the delivery status has not changed thanks,0,0,0,0,0,0,0,0,0,0,62,11,False,False,not_dispatched,0.2639807773595559,False,Human adviser,negative,0.5660357232218828
C0003631,P000591,2026-01-18 23:26:31,phone_transcript,NHS prescription,"please can you help, I have a rash after taking the medicine, what should I do? thanks",possible_adverse_effect,Safety-sensitive,Urgent support,Possible adverse effect or clinical concern,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False,please can you help i have a rash after taking the medicine what should i do thanks,0,0,0,0,0,0,0,0,0,0,83,17,False,False,possible_adverse_effect,0.9301655249499826,True,Clinical escalation,negative,0.9888857591147078
C0016451,P001891,2026-03-23 22:48:51,app_review,NHS prescription,My GP says they sent the prescription but it is not showing,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False,my gp says they sent the prescription but it is not showing,0,0,0,0,0,0,0,0,0,0,59,12,False,False,prescription_not_received,0.867972663213825,True,Human adviser,negative,0.9962277403049404
C0015475,P006880,2026-03-19 01:21:58,phone_transcript,NHS prescription,hi I am calling because Can you check why the surgery step has not changed? please,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False,[gp_surgery] step has not changed please,1,0,0,0,0,0,0,0,1,0,40,6,False,False,waiting_gp_approval,0.5109353266843701,True,Human adviser,negative,0.9767015308125644
C0005244,P003583,2026-01-27 06:00:21,phone_transcript,NHS prescription,"please can you help, Please help with my issue please",unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,neutral,standard,Human adviser,False,False,False,standard_known_intent,True,please can you help please help with my issue please,0,0,0,0,0,0,0,0,0,0,52,10,False,False,unclear_or_out_of_scope,0.8949148305022743,True,Human adviser,neutral,0.7511383274251375
C0026320,P001240,2026-05-13 16:52:48,phone_transcript,NHS prescription,"please can you help, The delivery status has not changed.",not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,True,please can you help the delivery status has not changed,0,0,0,0,0,0,0,0,0,0,55,10,False,False,not_dispatched,0.2835913040668396,True,Human adviser,negative,0.5964661900019402
C0013493,P005938,2026-03-09 13:06:32,email,Online Doctor or shop,"Dear team, Has my private prescription been dispatched? thanks My phone is 07340824942 email pat66@example.com",online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False,dear team has my private prescription been dispatched thanks my phone is [phone] email [email],2,1,1,0,0,0,0,0,0,0,94,15,False,False,online_doctor_order_status,0.8186425646508162,True,Chatbot or FAQ self-service,positive,0.4802156689310985
C0013543,P007377,2026-03-09 18:23:51,email,NHS prescription,"Hello, I need to request my usual tablets again",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True,hello i need to request my usual tablets again,0,0,0,0,0,0,0,0,0,0,46,9,False,False,repeat_prescription_request,0.9242383592159218,True,Chatbot or FAQ self-service,neutral,0.5607718776252753
C0005847,P003894,2026-01-30 14:06:17,live_chat,NHS prescription,My medicines have not arrived at all.,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False,my medicines have not arrived at all,0,0,0,0,0,0,0,0,0,0,36,7,False,False,parcel_not_received,0.9053988222089152,True,Human adviser,negative,0.99697079662807
C0023464,P006397,2026-04-28 19:10:44,phone_transcript,NHS prescription,hello um Why have the reminder texts stopped? pls,reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False,hello um why have the reminder texts stopped please,0,0,0,0,0,0,0,0,0,0,51,9,False,False,reminder_missing,0.9248818953476696,True,Chatbot or FAQ self-service,neutral,0.5546628679757448
